original_sentence,summary,level
"phase expression, but it works pretty well in some applications. It's being used for test users, for instance, but the problem of this software is that it does not work in the wild. So we would like to have machines.|",Phase expression software works well in tests but fails outside controlled environments.|,1
"that can recognize emotions in any condition. So, if we go back to this image that I showed you before, what happens when we run this type of software here? So if we run this type of commercial software, we.|","The software detects emotions in any scenario. Back to the previous image, what happens when we use this software? Using commercial software, we.|",3
"that can recognize emotions in any condition. So, if we go back to this image that I showed you before, what happens when we run this type of software here? So if we run this type of commercial software, we.|","This software identifies emotions in all conditions. Referring to the previous image, what occurs with this software? Using the commercial software, we see.|",4
"that can recognize emotions in any condition. So, if we go back to this image that I showed you before, what happens when we run this type of software here? So if we run this type of commercial software, we.|","The software senses emotions in any condition. Looking at the earlier picture, what happens when we use this software? Running this software gives us.|",5
"that can recognize emotions in any condition. So, if we go back to this image that I showed you before, what happens when we run this type of software here? So if we run this type of commercial software, we.|","This software detects emotions anytime. Looking again at the picture, what occurs with the software? Using it, we get.|",6
"that can recognize emotions in any condition. So, if we go back to this image that I showed you before, what happens when we run this type of software here? So if we run this type of commercial software, we.|","Software recognizes emotions in any condition. Looking at that image, what is the result of running the software? With this software, we.|",7
"that can recognize emotions in any condition. So, if we go back to this image that I showed you before, what happens when we run this type of software here? So if we run this type of commercial software, we.|","Software detects emotions in any condition. Looking at the image, what is the result of the software? With this, we.|",8
"that can recognize emotions in any condition. So, if we go back to this image that I showed you before, what happens when we run this type of software here? So if we run this type of commercial software, we.|","Software detects emotions anywhere. Looking at the image, what happens when we use it? With this, we.|",9
"that can recognize emotions in any condition. So, if we go back to this image that I showed you before, what happens when we run this type of software here? So if we run this type of commercial software, we.|","The software detects emotions anywhere. Looking at the image, what happens when we use it? We.|",9
"can detect very well the face of this woman, we can detect the key points, and the software is answering in this case that this woman is feeling happiness because it detects a smile with a strong confidence, it detects.|","Software detects face and key points, indicating happiness due to confident smile detection.|",8
"can detect very well the face of this woman, we can detect the key points, and the software is answering in this case that this woman is feeling happiness because it detects a smile with a strong confidence, it detects.|","Software detects face and key points, showing happiness from confident smile detection.|",9
"can detect very well the face of this woman, we can detect the key points, and the software is answering in this case that this woman is feeling happiness because it detects a smile with a strong confidence, it detects.|","Detects face and key points accurately, showing happiness due to confident smile detection.|",9
"can detect very well the face of this woman, we can detect the key points, and the software is answering in this case that this woman is feeling happiness because it detects a smile with a strong confidence, it detects.|","Accurately detects face and key points, showing happiness from confident smile detection.|",9
"can detect very well the face of this woman, we can detect the key points, and the software is answering in this case that this woman is feeling happiness because it detects a smile with a strong confidence, it detects.|","Accurately detects face and key points, indicating happy from confident smile detection.|",8
"attention. I don't know exactly how this detection of attention works here, but actually it's pretty accurate. But what happens with him? So what happens with him is that the system is not working. So here we have a problem.|","The system detects attention well despite some issues. Now, it is failing, causing a problem.|",2
"attention. I don't know exactly how this detection of attention works here, but actually it's pretty accurate. But what happens with him? So what happens with him is that the system is not working. So here we have a problem.|","Though attention detection is accurate, the system is now failing, causing issues.|",3
"attention. I don't know exactly how this detection of attention works here, but actually it's pretty accurate. But what happens with him? So what happens with him is that the system is not working. So here we have a problem.|","The attention detection is accurate, but the system is failing, causing problems.|",4
"attention. I don't know exactly how this detection of attention works here, but actually it's pretty accurate. But what happens with him? So what happens with him is that the system is not working. So here we have a problem.|","Attention detection works correctly, but the system fails, creating issues.|",5
"attention. I don't know exactly how this detection of attention works here, but actually it's pretty accurate. But what happens with him? So what happens with him is that the system is not working. So here we have a problem.|","The system's attention detection is good, but it fails, resulting in issues.|",6
"attention. I don't know exactly how this detection of attention works here, but actually it's pretty accurate. But what happens with him? So what happens with him is that the system is not working. So here we have a problem.|","Attention detection works well, but the system fails, causing problems.|",7
"attention. I don't know exactly how this detection of attention works here, but actually it's pretty accurate. But what happens with him? So what happens with him is that the system is not working. So here we have a problem.|","The system detects attention well but fails, causing an issue.|",8
"attention. I don't know exactly how this detection of attention works here, but actually it's pretty accurate. But what happens with him? So what happens with him is that the system is not working. So here we have a problem.|",Attention detection works well; system fails.|,9
"and it's all the key points of the face are not actually visible. So we have strong occlusions and highlights because of the glasses of the person. And also we have a profile view, so it's not a frontal view.|",Key points of face obscured due to glasses and profile view.|,7
"and it's all the key points of the face are not actually visible. So we have strong occlusions and highlights because of the glasses of the person. And also we have a profile view, so it's not a frontal view.|",Glasses and profile view hide key facial points.|,8
"and it's all the key points of the face are not actually visible. So we have strong occlusions and highlights because of the glasses of the person. And also we have a profile view, so it's not a frontal view.|",Glasses and profile view hide face.|,9
"anymore where everything is visible, right? So this type of software, when you run them in open environments, you face that when you have nonfrontal faces and partial occlusions, they might not work as well as we would like. More'.|",Software may not perform well with hidden faces in open areas.|,9
"problems. So here we have another example. Here is a face. If we run the software, it says, you see surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise. But when we look.|",Issues arise. Here is an example. This face shows surprise. The software says the mouth is open. It detects a typical surprise expression. But when we observe.|,1
"problems. So here we have another example. Here is a face. If we run the software, it says, you see surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise. But when we look.|",Problems arise. Example: A face shows surprise. The software notes an open mouth indicating surprise. But upon closer look.|,5
"problems. So here we have another example. Here is a face. If we run the software, it says, you see surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise. But when we look.|","Another issue arises. This face shows surprise. The software detects an open mouth, suggesting surprise. But when observed.|",7
"problems. So here we have another example. Here is a face. If we run the software, it says, you see surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise. But when we look.|","Here is another problem. This face appears surprised. The software identifies an open mouth, indicating surprise. But when examined.|",8
"problems. So here we have another example. Here is a face. If we run the software, it says, you see surprise. The mouth is open. So it's detecting perfectly well a very prototypical expression of surprise. But when we look.|",Another issue. This face looks surprised. The software sees an open mouth and flags surprise. But on observation.|,9
"at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing. So.|","In context, it is not surprising. The kit's facial expression is related to the action, not emotion.|",9
"at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing. So.|","It's not a surprise in this context. The kit's expression is tied to his action, not his emotion.|",8
"at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing. So.|","In this context, it's no surprise. The kit's facial expression is due to his action, not his emotion.|",7
"at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing. So.|","It is not surprising here. The kit's expression is linked to his action, not his emotion.|",6
"at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing. So.|","Here, it is no surprise. The kit's facial expression is due to his action, not his emotion.|",5
"at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing. So.|","In context, it is not surprising. The kit's expression is related to action, not emotion.|",4
"at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing. So.|","Not surprising in this context. Kit's facial expression is about action, not emotion.|",3
"at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing. So.|","Not surprising here. Kit's facial expression is about action, not emotion.|",2
"at the context, we realize that it's not surprise, right? So the thing is that this kit, we see a facial expression here but has nothing to do with the emotion, it's related to the action he is performing. So.|","Kit's facial expression is action, not emotion.|",1
"some of our facial expressions have nothing to do with our emotions but with other things. For instance, when you talk, you change a lot your facial expression. It has nothing to do with your emotion. And another difficulty is.|","Sometimes, facial expressions are not tied to emotions. For example, talking changes facial expressions unrelated to feelings.|",1
"some of our facial expressions have nothing to do with our emotions but with other things. For instance, when you talk, you change a lot your facial expression. It has nothing to do with your emotion. And another difficulty is.|","Talking alters facial expressions, not emotions.|",3
"some of our facial expressions have nothing to do with our emotions but with other things. For instance, when you talk, you change a lot your facial expression. It has nothing to do with your emotion. And another difficulty is.|",Speaking changes facial expressions unrelated to emotions.|,4
"some of our facial expressions have nothing to do with our emotions but with other things. For instance, when you talk, you change a lot your facial expression. It has nothing to do with your emotion. And another difficulty is.|",Some facial expressions when talking are not related to emotions.|,5
"some of our facial expressions have nothing to do with our emotions but with other things. For instance, when you talk, you change a lot your facial expression. It has nothing to do with your emotion. And another difficulty is.|","When we talk, our facial expressions change for reasons other than emotions.|",8
"some of our facial expressions have nothing to do with our emotions but with other things. For instance, when you talk, you change a lot your facial expression. It has nothing to do with your emotion. And another difficulty is.|",Speaking changes facial expressions not connected to emotions.|,9
giving the correct emotional meaning to an isolated facial expression. So I'm going to show you some examples of experiments that were performed by psychologists that were studying what's the level of agreement in giving an emotional label to a.|,Labeling emotions from facial expressions has been studied through experiments by psychologists.|,1
giving the correct emotional meaning to an isolated facial expression. So I'm going to show you some examples of experiments that were performed by psychologists that were studying what's the level of agreement in giving an emotional label to a.|,Psychologists did experiments to see how well people agree on emotional labels for isolated facial expressions.|,2
giving the correct emotional meaning to an isolated facial expression. So I'm going to show you some examples of experiments that were performed by psychologists that were studying what's the level of agreement in giving an emotional label to a.|,Experiments studied how people agree on emotions for isolated facial expressions.|,3
giving the correct emotional meaning to an isolated facial expression. So I'm going to show you some examples of experiments that were performed by psychologists that were studying what's the level of agreement in giving an emotional label to a.|,Psychologists studied agreement on emotional labels for isolated facial expressions.|,4
giving the correct emotional meaning to an isolated facial expression. So I'm going to show you some examples of experiments that were performed by psychologists that were studying what's the level of agreement in giving an emotional label to a.|,Psychologists researched how people label emotions from isolated facial expressions.|,5
giving the correct emotional meaning to an isolated facial expression. So I'm going to show you some examples of experiments that were performed by psychologists that were studying what's the level of agreement in giving an emotional label to a.|,Psychologists studied how we label emotions from isolated facial expressions.|,6
giving the correct emotional meaning to an isolated facial expression. So I'm going to show you some examples of experiments that were performed by psychologists that were studying what's the level of agreement in giving an emotional label to a.|,Experiments explored labeling emotions from faces.|,7
giving the correct emotional meaning to an isolated facial expression. So I'm going to show you some examples of experiments that were performed by psychologists that were studying what's the level of agreement in giving an emotional label to a.|,Experiments studied emotional labels for isolated faces.|,8
giving the correct emotional meaning to an isolated facial expression. So I'm going to show you some examples of experiments that were performed by psychologists that were studying what's the level of agreement in giving an emotional label to a.|,Psychologists tested emotional labels for faces.|,9
"specific facial expression, like here. So here we see clearly a facial expression, but if I ask you, what's this facial expression communicating? Well, you might think maybe anger, maybe contempt, this gas fear. So usually people agree that this.|","This facial expression might suggest anger, contempt, or fear, and people often agree on its meaning.|",1
"specific facial expression, like here. So here we see clearly a facial expression, but if I ask you, what's this facial expression communicating? Well, you might think maybe anger, maybe contempt, this gas fear. So usually people agree that this.|","People might interpret a clear facial expression as anger, contempt, or fear.|",2
"specific facial expression, like here. So here we see clearly a facial expression, but if I ask you, what's this facial expression communicating? Well, you might think maybe anger, maybe contempt, this gas fear. So usually people agree that this.|","This facial expression could signal anger, contempt, or fear.|",3
"specific facial expression, like here. So here we see clearly a facial expression, but if I ask you, what's this facial expression communicating? Well, you might think maybe anger, maybe contempt, this gas fear. So usually people agree that this.|","This expression might mean anger, contempt, or fear.|",4
"specific facial expression, like here. So here we see clearly a facial expression, but if I ask you, what's this facial expression communicating? Well, you might think maybe anger, maybe contempt, this gas fear. So usually people agree that this.|","This could be anger, contempt, or fear.|",5
"specific facial expression, like here. So here we see clearly a facial expression, but if I ask you, what's this facial expression communicating? Well, you might think maybe anger, maybe contempt, this gas fear. So usually people agree that this.|","It may show anger, contempt, or fear.|",6
"specific facial expression, like here. So here we see clearly a facial expression, but if I ask you, what's this facial expression communicating? Well, you might think maybe anger, maybe contempt, this gas fear. So usually people agree that this.|",It might show anger or fear.|,7
"specific facial expression, like here. So here we see clearly a facial expression, but if I ask you, what's this facial expression communicating? Well, you might think maybe anger, maybe contempt, this gas fear. So usually people agree that this.|",It shows anger or fear.|,8
"specific facial expression, like here. So here we see clearly a facial expression, but if I ask you, what's this facial expression communicating? Well, you might think maybe anger, maybe contempt, this gas fear. So usually people agree that this.|",It shows anger.|,9
"is a negative, valence emotion, but it's not clear what category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.|","It's a negative emotion, but unclear what type. Given context, we likely agree on disgust.|",1
"is a negative, valence emotion, but it's not clear what category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.|",It's a negative emotion. Context makes us agree it's disgust.|,2
"is a negative, valence emotion, but it's not clear what category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.|","It's a negative emotion, unclear which type. Context usually identifies it as disgust.|",3
"is a negative, valence emotion, but it's not clear what category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.|","It's a negative emotion, unclear which category. Given context, we likely agree it's disgust.|",4
"is a negative, valence emotion, but it's not clear what category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.|","It is a negative emotion, but the category is unclear. Context helps identify it as disgust.|",5
"is a negative, valence emotion, but it's not clear what category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.|","The emotion is negative and of unclear category, but context usually reveals it as disgust.|",6
"is a negative, valence emotion, but it's not clear what category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.|","It's a negative emotion whose category is unclear, but context often identifies it as disgust.|",7
"is a negative, valence emotion, but it's not clear what category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.|",It's a negative emotion without a clear category. Context usually identifies it as disgust.|,8
"is a negative, valence emotion, but it's not clear what category. The thing is that if I give you some context suddenly, we probably will agree that this is disgust and this is what happens. People agree here that the.|","It's negative, but with context, we see it as disgust.|",9
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression.|",Facial expression can show disgust or anger depending on context. Many experiments support this.|,9
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression.|","Depending on context, the same face can show disgust or anger. Many studies back this up.|",8
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression.|",Context can change the perception of a face from disgust to anger. Research supports this.|,7
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression.|",A face can show disgust or anger based on context. Numerous experiments prove this.|,6
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression.|","The same facial expression can look like disgust or anger, depending on the context. Many experiments confirm this.|",5
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression.|","Context changes the view of the same face from disgust to anger, backed by numerous studies.|",4
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression.|",Experiments show the same face showing disgust or anger based on context.|,3
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression.|",Research finds a face shows disgust or anger based on context.|,2
"face is disgust. But if you give you a different context, then people strongly agree that this is anger. So they have a lot of examples and they run a lot of experiments in using the exact same facial expression.|",Studies show context affects if a face looks like disgust or anger.|,1
in different contexts. And they realize that the context strongly influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on.|,Contexts influence how we perceive emotions. This motivated a project that started in Barcelona.|,9
in different contexts. And they realize that the context strongly influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on.|,How we perceive emotions is highly influenced by context. This is the basis for a Barcelona project I continue to develop.|,8
in different contexts. And they realize that the context strongly influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on.|,"Realizing context's impact on emotion perception led to a project starting in Barcelona, which I continue developing.|",7
in different contexts. And they realize that the context strongly influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on.|,"Perception of emotions varies with context, inspiring a project in Barcelona I still work on.|",6
in different contexts. And they realize that the context strongly influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on.|,"Context influences emotion perception, motivating a Barcelona project I still work on.|",5
in different contexts. And they realize that the context strongly influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on.|,Emotion perception varies by context; this inspired a project in Barcelona that I continue.|,4
in different contexts. And they realize that the context strongly influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on.|,"Emotion perception depends on context, inspiring my ongoing Barcelona project.|",3
in different contexts. And they realize that the context strongly influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on.|,"Context affects emotion perception, motivating my ongoing project from Barcelona.|",2
in different contexts. And they realize that the context strongly influences the way we perceive emotions. So this is the motivation of one of the projects I'm working on that started here in Barcelona and now I'm still working on.|,Context affects emotion. This motivated a project I started in Barcelona and continue.|,1
"it in collaboration with the effective computing group at MIT media lab and the idea behind this project is okay, we know there's a lot of information in the face, that's true, but for developing machines that accurately recognize emotions,.|",The MIT Media Lab's effective computing group works on machines recognizing emotions using facial information.|,9
,The effective computing group at MIT is developing machines to recognize emotions from facial data.|,8
,"At MIT, a group is creating machines to recognize emotions using face information.|",5
,MIT Media Lab is working on machines that recognize emotions from faces.|,4
,MIT is developing machines to identify emotions from facial data.|,2
,MIT is making machines to recognize emotions from faces.|,1
"we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. And the interesting thing of working in this.|",Simply relying on the face is insufficient. Comprehending the context and situation is crucial. This work is interesting.|,8
"we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. And the interesting thing of working in this.|",Depending solely on facial cues is not enough. One must grasp the person's context and situation. It is intriguing work.|,7
"we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. And the interesting thing of working in this.|",Relying just on facial expressions is inadequate. Understanding the individual's context and situation is essential. The work is fascinating.|,6
"we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. And the interesting thing of working in this.|",Merely relying on the face is insufficient. It's necessary to comprehend the context and situation of the individual. This line of work is quite intriguing.|,5
"we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. And the interesting thing of working in this.|",Only depending on facial features is not enough. One should understand the context and situation where the person is. This work tends to be fascinating.|,4
"we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. And the interesting thing of working in this.|",Relying solely on facial cues is not adequate. One must understand the context and specific situation of the person. This kind of work is indeed fascinating.|,3
"we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. And the interesting thing of working in this.|","It's not enough to just trust facial expressions. Understanding the person's context and situation is essential, especially in this line of work, which is quite interesting.|",2
"we can just rely on the face. We need to understand the context of the person and in particularly we are working in the scene context, in the situation of the person. And the interesting thing of working in this.|",Simply trusting the face is insufficient. We must grasp the personal context and situational factors. This type of work proves quite intriguing.|,1
"type of context is that suddenly you can say much more about the emotion. So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.|","In certain contexts, you can express much more about emotions. Expression alone may convey basic emotions, while secondary or social emotions can be more interesting.|",9
"type of context is that suddenly you can say much more about the emotion. So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.|","Context allows deeper emotional expression than basic expressions, covering secondary and social emotions.|",8
"type of context is that suddenly you can say much more about the emotion. So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.|","With context, more complex emotions can be expressed than just basic ones.|",7
"type of context is that suddenly you can say much more about the emotion. So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.|",Context lets you convey more nuanced emotions than basic expressions do.|,6
"type of context is that suddenly you can say much more about the emotion. So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.|","Context offers a richer emotional expression than just basic emotions, including secondary and social emotions.|",5
"type of context is that suddenly you can say much more about the emotion. So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.|","With added context, emotions are expressed more fully, including secondary and social emotions.|",4
"type of context is that suddenly you can say much more about the emotion. So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.|","Context lets you say more about emotions, covering both basic and more complex emotions.|",3
"type of context is that suddenly you can say much more about the emotion. So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.|","With context, more can be said about emotions, including basic, secondary, and social ones.|",2
"type of context is that suddenly you can say much more about the emotion. So maybe with the expression, you can say something about basic emotions, but there are some secondary emotions or social emotions that are very interesting that.|",Context reveals more emotions than basic expressions do.|,1
"if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an.|","Without context, you can't evaluate them. Context helps identify confidence, defined as certainty.|",6
"if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an.|","You need context to judge them. It might show confidence, which means certainty.|",5
"if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an.|","Context is necessary to judge them. It may reveal confidence, meaning certainty.|",4
"if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an.|",Context is essential to judge them. It can show confidence as certainty.|,3
"if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an.|",Context is needed to judge them. It might show confidence.|,2
"if you don't see the context, you cannot say anything about them. Like here, once you see the context, you might say that this person is feeling confident. When you define confidence as feeling of being certain, conviction that an.|","Without context, judgment is impossible.|",1
"outcome will be favorable, encouraged, or proud. So that's the idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so not just relating on the.|","Emotions may be favorable, encouraged, or proud. The emotion recognition project aims to analyze images and not just rely on text.|",1
"outcome will be favorable, encouraged, or proud. So that's the idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so not just relating on the.|","The project identifies emotions like being favorable, encouraged, or proud by analyzing images beyond relying on text.|",2
"outcome will be favorable, encouraged, or proud. So that's the idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so not just relating on the.|","This project detects emotions such as favorable, encouraged, or proud by examining images.|",3
"outcome will be favorable, encouraged, or proud. So that's the idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so not just relating on the.|","Emotion recognition aims to identify emotions such as favorable, encouraged, or proud by examining images, not just text.|",4
"outcome will be favorable, encouraged, or proud. So that's the idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so not just relating on the.|","Emotion recognition identifies feelings like favorable, encouraged, or proud from images as well as text.|",5
"outcome will be favorable, encouraged, or proud. So that's the idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so not just relating on the.|","The project will recognize emotions, like favorable, encouraged, or proud, from images.|",6
"outcome will be favorable, encouraged, or proud. So that's the idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so not just relating on the.|","It aims to identify emotions such as favorable, encouraged, or proud from images.|",7
"outcome will be favorable, encouraged, or proud. So that's the idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so not just relating on the.|",The project identifies emotions from images.|,8
"outcome will be favorable, encouraged, or proud. So that's the idea of the emotion recognition in context project. So what we want to do is we want to go from images like this one, so not just relating on the.|",It identifies emotions from images.|,9
"face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So.|","Recognizing emotions in a person's face using computer vision, best achieved with deep learning models.|",9
"face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So.|",We use deep learning in computer vision projects to recognize emotions in faces.|,8
"face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So.|","To recognize emotions, we look at faces with deep learning models in computer vision.|",7
"face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So.|",This project uses deep learning to recognize emotions in facial images.|,6
"face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So.|",The project recognizes emotions through computer vision and deep learning.|,5
"face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So.|",This computer vision project uses deep learning to detect emotions.|,4
"face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So.|",Deep learning models help in recognizing emotions in a computer vision project.|,3
"face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So.|",Deep learning aids in emotion recognition in computer vision.|,2
"face and looking also at the context of the person, trying to recognize emotions, and for that, so this is a computer vision project. We know that in computer vision nowadays what is working best is deep learning models. So.|",Emotion recognition in computer vision uses deep learning.|,1
"our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from.|",Our idea was to use deep learning. The first challenge was the lack of training data.|,9
"our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from.|",We decided to use deep learning but lacked training data as the first challenge.|,8
"our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from.|","We wanted to use deep learning, but the initial challenge was no training data.|",7
"our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from.|",We aimed to use deep learning. The initial issue was no training data.|,6
"our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from.|","Our goal was to try using deep learning. Initially, we had no training data.|",5
"our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from.|",Our plan was to apply deep learning. The main challenge was having no training data.|,4
"our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from.|",We intended to use deep learning to model the problem. The first problem was no training data.|,3
"our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from.|",Our approach was modeling with deep learning. The first issue was the absence of training data.|,2
"our idea was, okay, let's try to model this problem using deep learning. So first challenge that we faced, we didn't have any training data, of course, because as we said before, usually all the research on emotion recognition from.|",We aimed to solve the problem using deep learning. The first challenge was having no initial training data.|,1
"and other images came from public data sets that were already labeled with the bounding box of the person. And the images we collected are images like the ones that you see here, so people doing different things in very.|",the additional images were from labeled public data sets. The collected images are examples of people doing various activities.|,1
different situations. And what we did is we created annotation interfaces like this one that I'm showing you here. So where we asked annotators to label what emotion category they thought this person was expressing in this specific situation. We.|,We built tools to label emotions in different situations.|,9
had two different interfaces. This is the one of emotion categories. And we have another one for continuous dimensions. So there are different ways of representing emotions in a machine. Categories is one of the most common and emotional dimensions.|,"This involves emotion categories, and continuous dimensions present another. These are common ways to represent emotions in machines.|",9
